"pid","hid","age","sex","n.samples","wave","reporting.day","n.contact.total","n.loc.group","n.contact.0-4","n.contact.5-19","n.contact.20-39","n.contact.40-64","n.contact.65+"
1284,488,17,"M",3,"R2","Wednesday",30,"3",0,18,9,3,0
712,488,51,"F",2,"R2","Wednesday",56,"2",0,42,10,4,0
1285,824,21,"F",4,"R2","Wednesday",45,"0",0,0,1,3,41
1286,551,26,"M",4,"R2","Saturday",72,"6+",0,0,7,23,42
785,551,59,"F",4,"R2","Saturday",3,"0",0,0,3,0,0
1287,825,30,"F",2,"R2","Saturday",3,"2",0,0,1,1,1
1288,826,61,"F",1,"R2","Saturday",5,"2",2,0,3,0,0
1289,827,21,"F",4,"R2","Saturday",12,"2",0,0,11,1,0
1290,828,50,"F",4,"R2","Saturday",11,"1",0,0,9,2,0
1291,829,49,"M",4,"R2","Saturday",9,"1",0,0,0,8,1
1292,830,31,"M",1,"R2","Saturday",7,"1",0,0,5,2,0
1293,831,50,"F",4,"R2","Saturday",12,"5",0,1,7,4,0
1294,832,21,"F",1,"R2","Saturday",10,"4",1,0,5,0,4
1295,832,58,"F",4,"R2","Saturday",3,"0",0,0,2,0,1
1296,833,49,"F",2,"R2","Saturday",6,"2",0,4,0,2,0
1297,834,60,"F",3,"R2","Saturday",2,"0",0,0,0,1,1
783,549,53,"F",1,"R2","Thursday",13,"2",0,0,0,2,11
182,134,56,"F",4,"R2","Thursday",27,"0",0,0,0,15,12
213,149,70,"F",3,"R2","Thursday",18,"1",1,0,2,15,0
798,558,56,"F",3,"R2","Thursday",7,"3",0,0,4,2,1
809,565,43,"F",3,"R2","Thursday",2,"1",0,1,0,0,1
372,243,51,"F",1,"R2","Thursday",7,"2",0,0,3,4,0
408,267,50,"F",1,"R2","Thursday",98,"2",0,5,5,24,64
581,387,53,"M",1,"R2","Thursday",4,"1",0,0,2,2,0
991,697,46,"F",2,"R2","Thursday",22,"2",0,0,7,13,2
998,702,52,"F",1,"R2","Thursday",15,"3",0,0,6,9,0
601,405,57,"M",4,"R2","Thursday",5,"1",0,0,2,3,0
606,409,25,"M",2,"R2","Thursday",23,"1",0,0,12,11,0
1298,835,50,"F",1,"R2","Thursday",2,"0",0,0,1,1,0
1299,835,53,"M",1,"R2","Thursday",2,"0",0,0,1,1,0
620,422,28,"M",4,"R2","Thursday",5,"1",0,0,0,5,0
622,422,54,"F",3,"R2","Thursday",7,"3",0,0,3,4,0
1300,724,58,"F",4,"R2","Thursday",17,"4",0,0,12,4,1
696,476,58,"M",4,"R2","Thursday",42,"1",0,1,0,41,0
195,141,28,"F",3,"R2","Friday",6,"4",0,0,4,2,0
197,141,58,"F",4,"R2","Friday",14,"3",0,0,1,11,2
272,187,50,"F",3,"R2","Friday",5,"3",0,0,2,3,0
273,187,55,"M",2,"R2","Friday",3,"2",0,0,1,2,0
388,254,77,"F",2,"R2","Friday",1,"0",0,0,0,1,0
493,324,60,"F",1,"R2","Friday",31,"4",0,0,4,15,12
547,360,63,"F",3,"R2","Friday",12,"5",1,2,1,7,1
1301,366,28,"M",4,"R2","Friday",51,"2",0,0,21,29,1
555,366,61,"M",4,"R2","Friday",1,"0",0,0,0,1,0
1050,747,33,"M",1,"R2","Friday",7,"3",0,0,4,2,1
1051,747,65,"F",3,"R2","Friday",10,"1",0,0,3,6,1
2,2,50,"F",2,"R2","Saturday",43,"2",0,22,15,6,0
7,7,23,"F",2,"R2","Saturday",4,"0",1,0,1,2,0
12,12,57,"F",3,"R2","Saturday",10,"1",0,0,3,6,1
21,21,29,"F",3,"R2","Saturday",6,"3",1,2,1,2,0
763,21,41,"M",1,"R2","Saturday",5,"2",1,2,1,1,0
22,22,39,"F",3,"R2","Saturday",245,"3",2,2,115,116,10
37,37,38,"F",4,"R2","Saturday",6,"1",0,3,0,3,0
40,40,55,"M",4,"R2","Saturday",7,"2",0,0,4,3,0
42,42,75,"M",2,"R2","Saturday",5,"3",0,0,3,1,1
43,43,57,"F",4,"R2","Saturday",2,"2",0,0,1,1,0
52,52,47,"F",4,"R2","Saturday",30,"6+",0,4,6,17,3
65,65,19,"F",4,"R2","Saturday",3,"1",0,0,1,2,0
67,67,77,"M",1,"R2","Saturday",2,"0",0,0,1,1,0
75,75,58,"F",3,"R2","Saturday",9,"1",1,0,3,3,2
79,79,28,"F",4,"R2","Saturday",11,"3",0,0,9,2,0
714,490,50,"F",1,"R2","Saturday",13,"6+",0,0,3,8,2
715,490,53,"M",1,"R2","Saturday",8,"5",0,0,4,2,2
758,527,18,"M",2,"R2","Saturday",13,"4",0,0,3,10,0
761,530,58,"M",3,"R2","Saturday",2,"0",0,0,1,1,0
1,1,32,"F",2,"R2","Sunday",4,"2",0,0,4,0,0
5,5,52,"M",2,"R2","Sunday",2,"1",0,0,0,2,0
15,15,30,"F",1,"R2","Sunday",6,"3",0,0,5,1,0
27,27,21,"M",3,"R2","Sunday",6,"3",0,0,5,1,0
28,28,30,"F",1,"R2","Sunday",6,"2",0,0,4,2,0
31,31,54,"M",2,"R2","Sunday",12,"2",0,0,10,1,1
32,32,64,"F",3,"R2","Sunday",10,"3",0,0,0,1,9
33,33,60,"M",3,"R2","Sunday",11,"1",0,0,2,8,1
49,49,58,"F",4,"R2","Sunday",10,"0",0,0,3,3,4
50,50,49,"F",3,"R2","Sunday",3,"0",0,2,0,1,0
51,51,56,"F",4,"R2","Sunday",8,"1",0,0,1,6,1
55,55,71,"F",2,"R2","Sunday",16,"1",0,0,0,16,0
58,58,24,"M",1,"R2","Sunday",4,"2",0,0,2,2,0
61,61,26,"F",1,"R2","Sunday",1,"0",0,0,0,1,0
71,71,59,"M",1,"R2","Sunday",2,"0",0,0,1,1,0
74,74,53,"F",3,"R2","Sunday",6,"2",0,0,2,4,0
78,78,54,"F",1,"R2","Sunday",21,"5",3,0,6,12,0
727,501,65,"F",3,"R2","Sunday",27,"4",1,2,5,8,11
738,512,66,"F",4,"R2","Sunday",9,"3",0,0,2,7,0
757,526,45,"M",1,"R2","Sunday",9,"3",0,1,2,5,1
4,4,58,"M",2,"R2","Thursday",92,"1",0,60,16,16,0
17,17,61,"M",3,"R2","Thursday",6,"2",0,0,1,5,0
41,41,45,"F",2,"R2","Thursday",24,"3",0,2,5,17,0
48,48,64,"M",1,"R2","Thursday",3,"1",0,0,0,3,0
56,56,74,"F",1,"R2","Thursday",7,"1",0,0,0,0,7
1302,64,50,"F",4,"R2","Thursday",11,"2",0,0,5,6,0
68,68,21,"F",4,"R2","Thursday",7,"1",0,3,4,0,0
73,73,64,"M",4,"R2","Thursday",12,"2",0,0,0,7,5
76,76,59,"F",4,"R2","Thursday",2,"0",0,0,1,1,0
77,77,77,"M",1,"R2","Thursday",4,"1",0,0,2,0,2
717,492,77,"F",2,"R2","Thursday",1,"0",0,0,0,1,0
1303,498,NA,"M",2,"R2","Thursday",3,"2",0,0,1,2,0
724,498,42,"F",4,"R2","Thursday",3,"2",2,0,0,1,0
725,499,30,"F",2,"R2","Thursday",23,"3",0,0,17,5,1
731,505,52,"F",4,"R2","Thursday",8,"5",0,0,3,4,1
733,507,29,"M",3,"R2","Thursday",5,"4",0,0,3,0,2
845,598,64,"F",3,"R2","Thursday",7,"2",0,0,2,5,0
741,514,46,"F",2,"R2","Thursday",15,"5",0,0,10,1,4
849,602,71,"M",3,"R2","Thursday",4,"3",0,0,1,3,0
745,518,50,"F",1,"R2","Thursday",9,"5",0,0,2,6,1
747,519,48,"F",2,"R2","Thursday",6,"1",0,1,2,3,0
9,9,72,"F",3,"R2","Friday",3,"1",0,0,0,0,3
11,11,79,"M",3,"R2","Friday",1,"0",0,0,0,0,1
13,13,23,"M",1,"R2","Friday",14,"2",0,0,6,8,0
24,24,44,"F",2,"R2","Friday",9,"2",0,2,0,7,0
30,30,47,"F",3,"R2","Friday",9,"6+",0,0,2,7,0
764,531,79,"M",4,"R2","Friday",11,"1",0,0,2,5,4
34,34,66,"M",2,"R2","Friday",5,"3",0,1,0,3,1
35,35,50,"M",1,"R2","Friday",10,"4",0,2,3,5,0
766,533,83,"M",1,"R2","Friday",2,"1",0,0,0,0,2
767,534,59,"F",2,"R2","Friday",30,"0",0,0,1,29,0
53,53,44,"M",4,"R2","Friday",10,"5",0,1,7,2,0
770,536,68,"F",1,"R2","Friday",4,"2",1,0,1,1,1
66,66,52,"F",4,"R2","Friday",4,"0",0,0,3,1,0
774,540,78,"M",3,"R2","Friday",3,"1",0,0,0,1,2
80,80,54,"F",4,"R2","Friday",7,"4",0,0,2,5,0
780,546,66,"F",1,"R2","Friday",46,"1",0,0,22,0,24
737,511,58,"F",4,"R2","Friday",94,"3",0,18,42,34,0
6,6,22,"F",2,"R2","Saturday",10,"2",0,1,6,3,0
16,16,62,"M",2,"R2","Saturday",7,"2",0,0,0,0,7
29,29,50,"M",2,"R2","Saturday",9,"1",0,1,6,2,0
57,57,60,"M",2,"R2","Saturday",16,"4",0,0,2,5,9
769,57,59,"F",4,"R2","Saturday",4,"1",0,0,1,3,0
772,538,NA,"F",3,"R2","Saturday",8,"3",0,0,3,4,1
63,63,61,"M",1,"R2","Saturday",8,"1",0,0,1,7,0
1304,63,56,"F",2,"R2","Saturday",2,"0",0,0,1,1,0
777,543,80,"M",1,"R2","Saturday",11,"2",0,1,2,2,6
718,493,66,"F",1,"R2","Saturday",5,"3",0,0,1,3,1
839,592,41,"M",3,"R2","Saturday",9,"2",1,2,3,1,2
722,496,56,"M",4,"R2","Saturday",11,"2",0,0,4,7,0
1305,502,19,"F",4,"R2","Saturday",14,"1",0,0,12,2,0
729,503,74,"F",2,"R2","Saturday",22,"1",0,0,3,10,9
844,597,24,"M",4,"R2","Saturday",7,"2",0,0,3,4,0
847,600,58,"M",3,"R2","Saturday",24,"2",1,7,4,10,2
1306,603,41,"M",4,"R2","Saturday",24,"1",1,1,21,1,0
1038,737,NA,"F",1,"R2","Sunday",1,"0",0,0,0,0,1
842,595,41,"F",4,"R2","Sunday",3,"0",0,0,3,0,0
1045,742,49,"F",3,"R2","Sunday",23,"5",1,3,7,8,4
734,508,42,"M",4,"R2","Sunday",19,"3",0,2,3,14,0
1307,508,45,"F",4,"R2","Sunday",16,"4",0,4,6,6,0
1047,744,52,"F",2,"R2","Sunday",12,"2",1,0,1,10,0
1063,757,53,"F",3,"R2","Sunday",1,"0",0,0,0,1,0
1064,757,64,"M",1,"R2","Sunday",2,"1",0,0,0,2,0
1065,758,53,"F",2,"R2","Sunday",6,"1",0,0,2,3,1
1066,759,60,"F",4,"R2","Sunday",9,"2",0,1,5,2,1
8,8,26,"M",3,"R2","Wednesday",22,"3",0,0,11,11,0
14,14,58,"F",3,"R2","Wednesday",2,"1",0,0,2,0,0
18,18,50,"M",2,"R2","Wednesday",15,"6+",0,2,4,9,0
20,20,49,"M",4,"R2","Wednesday",31,"2",0,1,9,21,0
23,23,49,"F",3,"R2","Wednesday",9,"2",0,1,6,0,2
26,26,22,"F",3,"R2","Wednesday",13,"6+",0,0,6,7,0
765,532,60,"F",2,"R2","Wednesday",3,"0",0,0,2,1,0
38,38,29,"F",3,"R2","Wednesday",4,"3",1,1,1,1,0
39,39,40,"M",4,"R2","Wednesday",22,"2",1,0,7,13,1
46,46,20,"M",4,"R2","Wednesday",33,"2",0,1,30,2,0
771,537,59,"F",3,"R2","Wednesday",20,"4",1,0,2,13,4
1308,70,23,"M",3,"R2","Wednesday",513,"2",0,154,202,137,20
72,72,50,"M",4,"R2","Wednesday",16,"4",0,0,10,6,0
81,81,53,"F",1,"R2","Thursday",7,"5",0,1,3,3,0
716,491,57,"F",3,"R2","Thursday",12,"2",0,0,1,11,0
1033,733,12,"M",3,"R2","Thursday",5,"1",0,4,1,0,0
1034,733,35,"F",3,"R2","Thursday",5,"2",0,1,0,4,0
1309,593,NA,"M",1,"R2","Thursday",33,"4",0,2,19,12,0
840,593,48,"F",3,"R2","Thursday",3,"2",0,2,0,1,0
1310,593,25,"M",4,"R2","Thursday",6,"4",0,0,4,2,0
1311,734,27,"F",1,"R2","Thursday",4,"1",1,0,2,1,0
1035,734,61,"F",2,"R2","Thursday",14,"0",0,0,0,14,0
841,594,53,"M",4,"R2","Thursday",7,"2",0,1,3,3,0
1312,596,9,"M",1,"R2","Thursday",4,"2",0,2,0,2,0
843,596,46,"F",2,"R2","Thursday",4,"2",0,2,0,2,0
732,506,47,"F",4,"R2","Thursday",5,"2",0,1,3,1,0
846,599,23,"M",4,"R2","Thursday",21,"5",0,0,19,2,0
848,601,50,"F",4,"R2","Thursday",107,"1",0,103,4,0,0
742,515,46,"F",3,"R2","Thursday",15,"3",1,1,4,7,2
744,517,27,"F",1,"R2","Thursday",2,"1",0,0,2,0,0
1313,521,22,"F",4,"R2","Thursday",31,"1",0,0,13,18,0
751,522,66,"F",3,"R2","Thursday",2,"1",0,1,0,0,1
1314,522,68,"M",2,"R2","Thursday",6,"0",0,5,0,0,1
752,523,37,"M",1,"R2","Thursday",12,"2",1,3,7,1,0
852,605,26,"F",1,"R2","Thursday",5,"1",0,0,4,1,0
863,606,51,"F",1,"R2","Thursday",7,"3",0,0,0,7,0
1315,753,60,"M",1,"R2","Thursday",5,"0",0,2,2,1,0
1316,836,57,"F",3,"R2","Monday",14,"3",0,7,1,5,1
163,123,19,"M",3,"R3","Wednesday",2,"0",0,0,1,1,0
166,123,51,"M",2,"R3","Wednesday",11,"4",0,1,4,4,2
183,135,61,"F",1,"R3","Wednesday",0,NA,0,0,0,0,0
193,140,52,"F",1,"R3","Wednesday",22,"6+",0,0,8,10,4
194,140,53,"M",2,"R3","Wednesday",5,"1",0,0,1,4,0
804,561,50,"F",3,"R3","Wednesday",14,"2",0,1,0,10,3
805,561,54,"M",3,"R3","Wednesday",19,"1",0,0,0,19,0
309,205,60,"F",1,"R3","Wednesday",2,"1",0,0,0,0,2
310,205,69,"M",4,"R3","Wednesday",8,"2",0,0,0,3,5
344,225,13,"M",2,"R3","Wednesday",18,"3",0,15,1,2,0
346,225,53,"F",2,"R3","Wednesday",6,"2",0,2,0,4,0
403,265,16,"M",4,"R3","Wednesday",16,"3",0,12,1,3,0
404,265,48,"F",3,"R3","Wednesday",10,"2",0,1,1,6,2
405,265,50,"M",2,"R3","Wednesday",79,"2",0,5,10,46,18
510,336,28,"M",4,"R3","Wednesday",6,"1",0,0,0,5,1
512,336,65,"M",3,"R3","Wednesday",3,"1",0,0,1,2,0
822,577,64,"M",2,"R3","Wednesday",6,"2",0,0,1,3,2
116,100,8,"M",4,"R3","Thursday",10,"2",1,7,1,1,0
117,100,37,"F",4,"R3","Thursday",9,"2",1,2,4,1,1
118,100,46,"M",4,"R3","Thursday",7,"3",1,2,2,1,1
130,106,41,"F",3,"R3","Thursday",15,"5",0,2,0,13,0
146,112,77,"F",2,"R3","Thursday",10,"2",0,0,0,4,6
237,165,38,"F",4,"R3","Thursday",8,"2",0,0,4,3,1
238,165,69,"F",1,"R3","Thursday",22,"3",0,0,1,21,0
259,181,30,"M",3,"R3","Thursday",12,"2",0,0,11,1,0
261,181,60,"F",1,"R3","Thursday",8,"1",0,0,2,5,1
262,181,61,"M",1,"R3","Thursday",5,"1",0,0,1,2,2
287,194,18,"M",2,"R3","Thursday",18,"2",0,17,0,1,0
288,194,26,"M",1,"R3","Thursday",1,"0",0,0,1,0,0
289,194,54,"F",4,"R3","Thursday",4,"2",0,1,3,0,0
302,201,66,"F",2,"R3","Thursday",8,"2",0,0,2,6,0
353,231,65,"F",4,"R3","Thursday",2,"1",0,0,0,2,0
358,234,53,"F",4,"R3","Thursday",9,"5",0,0,4,5,0
391,256,71,"F",1,"R3","Thursday",20,"0",0,0,0,10,10
700,478,49,"F",3,"R3","Thursday",17,"3",0,1,5,11,0
701,478,50,"M",4,"R3","Thursday",53,"3",0,1,27,25,0
109,97,50,"M",1,"R3","Friday",1,"0",0,0,0,1,0
127,105,59,"F",1,"R3","Friday",6,"2",0,0,3,1,2
132,107,60,"F",3,"R3","Friday",61,"1",0,0,4,21,36
195,141,28,"F",3,"R3","Friday",5,"2",0,0,4,1,0
197,141,58,"F",4,"R3","Friday",9,"3",0,0,1,8,0
230,160,47,"F",2,"R3","Friday",6,"3",0,0,0,6,0
246,171,62,"F",1,"R3","Friday",3,"2",0,0,2,0,1
282,192,41,"M",4,"R3","Friday",11,"5",0,1,5,5,0
291,195,70,"F",1,"R3","Friday",3,"1",0,1,0,1,1
292,195,74,"M",1,"R3","Friday",3,"2",0,1,0,1,1
333,217,23,"M",2,"R3","Friday",5,"1",0,0,2,3,0
369,241,42,"F",1,"R3","Friday",4,"3",0,0,2,2,0
407,266,52,"F",3,"R3","Friday",21,"6+",0,0,11,6,4
457,300,19,"M",1,"R3","Friday",11,"1",0,10,0,1,0
458,300,21,"F",4,"R3","Friday",8,"3",0,2,4,2,0
459,300,47,"F",3,"R3","Friday",5,"2",0,1,3,1,0
460,300,52,"M",3,"R3","Friday",3,"1",0,0,0,1,2
528,348,32,"F",1,"R3","Friday",12,"2",0,1,4,7,0
533,352,82,"F",4,"R3","Friday",0,NA,0,0,0,0,0
553,365,71,"M",4,"R3","Friday",5,"0",0,0,0,4,1
561,371,75,"F",2,"R3","Friday",3,"4",0,0,0,1,2
1317,384,27,"F",1,"R3","Friday",4,"0",0,1,1,2,0
578,384,64,"M",4,"R3","Friday",13,"1",0,1,6,5,1
104,95,56,"F",3,"R3","Saturday",7,"1",0,0,3,4,0
105,96,27,"M",4,"R3","Saturday",21,"3",0,1,13,7,0
107,96,56,"F",2,"R3","Saturday",16,"2",0,1,1,14,0
178,132,24,"F",3,"R3","Saturday",6,"1",0,0,4,2,0
179,132,54,"F",4,"R3","Saturday",8,"2",0,2,3,3,0
213,149,70,"F",3,"R3","Saturday",10,"2",0,2,3,5,0
1067,197,32,"M",1,"R3","Saturday",3,"1",0,0,0,3,0
295,197,57,"F",1,"R3","Saturday",10,"2",0,0,3,7,0
1275,202,54,"F",3,"R3","Saturday",7,"2",0,0,4,3,0
319,211,54,"F",2,"R3","Saturday",3,"1",0,1,0,2,0
320,211,55,"M",2,"R3","Saturday",2,"0",0,0,1,1,0
321,212,65,"M",4,"R3","Saturday",1,"0",0,0,1,0,0
809,565,43,"F",3,"R3","Saturday",7,"4",1,2,2,1,1
352,230,57,"F",1,"R3","Saturday",10,"4",0,0,3,5,2
401,263,64,"F",4,"R3","Saturday",27,"2",0,0,0,0,27
1318,263,77,"M",2,"R3","Saturday",8,"3",0,0,1,1,6
426,279,25,"F",4,"R3","Saturday",3,"1",0,0,2,1,0
1319,294,24,"F",1,"R3","Saturday",9,"2",0,0,4,5,0
479,315,35,"F",3,"R3","Saturday",4,"2",0,0,2,2,0
1320,315,59,"F",3,"R3","Saturday",5,"2",0,0,4,1,0
482,318,23,"F",3,"R3","Saturday",9,"3",0,0,9,0,0
483,318,46,"F",4,"R3","Saturday",17,"1",0,4,4,7,2
484,319,72,"M",3,"R3","Saturday",4,"3",0,0,0,2,2
488,321,75,"F",1,"R3","Saturday",6,"2",0,0,2,1,3
524,345,56,"M",2,"R3","Saturday",2,"0",0,0,1,1,0
525,345,58,"F",3,"R3","Saturday",9,"1",0,0,1,8,0
1321,354,40,"M",3,"R3","Saturday",3,"1",1,0,0,2,0
537,354,63,"F",2,"R3","Saturday",3,"1",1,0,1,1,0
540,356,15,"F",4,"R3","Saturday",1,"1",0,0,0,1,0
615,417,67,"F",3,"R3","Saturday",8,"2",0,0,4,2,2
632,429,56,"F",4,"R3","Saturday",42,"2",0,0,5,7,30
644,440,50,"F",3,"R3","Saturday",18,"6+",0,1,7,8,2
661,451,22,"F",1,"R3","Saturday",7,"3",0,0,1,6,0
1322,451,61,"F",3,"R3","Saturday",4,"0",0,0,0,4,0
1323,458,51,"F",4,"R3","Saturday",23,"3",0,0,2,19,2
689,469,66,"F",3,"R3","Saturday",12,"5",0,2,7,3,0
695,475,47,"F",4,"R3","Saturday",13,"5",0,3,4,5,1
1283,488,12,"M",2,"R3","Saturday",5,"2",0,1,0,4,0
1284,488,17,"M",3,"R3","Saturday",18,"2",0,15,0,3,0
712,488,51,"F",2,"R3","Saturday",5,"1",0,1,2,2,0
82,82,52,"F",4,"R3","Sunday",2,"0",0,0,0,0,2
110,98,72,"M",3,"R3","Sunday",6,"2",0,0,3,0,3
111,98,73,"F",4,"R3","Sunday",10,"4",0,0,5,2,3
159,119,57,"F",2,"R3","Sunday",32,"5",0,0,10,22,0
181,133,43,"F",1,"R3","Sunday",17,"2",0,11,1,4,1
221,154,64,"M",2,"R3","Sunday",3,"2",0,0,0,3,0
1324,168,33,"F",4,"R3","Sunday",12,"2",0,0,9,0,3
242,168,65,"F",1,"R3","Sunday",7,"1",0,0,4,2,1
243,169,23,"M",3,"R3","Sunday",4,"1",0,0,2,2,0
856,169,58,"M",3,"R3","Sunday",4,"3",0,0,3,1,0
244,169,60,"F",4,"R3","Sunday",5,"2",0,0,3,2,0
806,562,63,"M",4,"R3","Sunday",9,"1",0,0,0,8,1
311,206,21,"F",3,"R3","Sunday",4,"2",0,0,3,1,0
1325,207,45,"F",3,"R3","Sunday",15,"3",0,5,4,5,1
314,207,54,"M",3,"R3","Sunday",6,"1",0,1,0,5,0
363,237,52,"F",2,"R3","Sunday",7,"2",0,0,1,4,2
375,245,54,"F",1,"R3","Sunday",19,"4",0,7,9,3,0
412,269,45,"M",1,"R3","Sunday",41,"5",1,10,16,12,2
454,297,77,"M",4,"R3","Sunday",5,"1",0,0,1,2,2
466,306,48,"F",1,"R3","Sunday",17,"4",0,6,3,7,1
500,329,40,"F",1,"R3","Sunday",16,"6+",0,2,9,5,0
516,339,66,"F",4,"R3","Sunday",3,"1",0,0,1,1,1
820,575,54,"F",1,"R3","Sunday",12,"6+",0,0,5,6,1
1326,575,57,"M",3,"R3","Sunday",19,"1",0,2,6,9,2
526,346,59,"F",4,"R3","Sunday",4,"2",0,0,0,2,2
1075,406,13,"M",3,"R3","Sunday",4,"2",0,3,0,1,0
602,406,45,"M",4,"R3","Sunday",9,"1",0,2,0,7,0
613,415,52,"M",3,"R3","Sunday",7,"3",0,0,3,2,2
636,433,66,"F",3,"R3","Sunday",3,"2",0,0,0,1,2
1068,433,72,"M",1,"R3","Sunday",1,"0",0,0,0,0,1
1327,442,NA,"M",4,"R3","Sunday",1,"0",0,0,0,1,0
646,442,47,"F",2,"R3","Sunday",1,"0",0,0,0,1,0
668,455,49,"F",2,"R3","Sunday",28,"3",0,2,13,11,2
1069,465,14,"F",3,"R3","Sunday",14,"3",1,5,7,1,0
683,465,36,"F",4,"R3","Sunday",3,"2",0,2,0,1,0
684,465,41,"M",3,"R3","Sunday",29,"4",1,1,10,7,10
711,487,52,"M",2,"R3","Sunday",7,"0",0,0,4,3,0
90,88,55,"F",3,"R3","Monday",5,"1",0,0,2,3,0
91,88,59,"M",4,"R3","Monday",105,"1",20,20,23,22,20
169,125,53,"F",4,"R3","Monday",4,"2",0,0,0,4,0
1082,125,61,"F",3,"R3","Monday",10,"3",0,0,3,7,0
790,554,9,"M",3,"R3","Monday",8,"2",0,4,0,3,1
791,554,51,"F",3,"R3","Monday",14,"6+",0,1,2,10,1
258,180,39,"M",4,"R3","Monday",11,"3",1,0,1,7,2
1328,210,17,"F",2,"R3","Monday",23,"3",0,21,1,1,0
377,247,15,"M",3,"R3","Monday",8,"2",0,6,0,2,0
378,247,51,"F",1,"R3","Monday",8,"2",0,2,2,4,0
379,247,63,"M",2,"R3","Monday",3,"0",0,0,2,0,1
1329,270,27,"M",1,"R3","Monday",1,"0",0,0,1,0,0
413,270,55,"M",1,"R3","Monday",1,"0",0,0,0,1,0
486,320,51,"F",1,"R3","Monday",33,"2",0,31,1,1,0
487,320,59,"M",1,"R3","Monday",42,"4",0,1,4,30,7
1077,333,14,"M",3,"R3","Monday",41,"1",0,37,0,4,0
870,333,18,"M",2,"R3","Monday",89,"4",0,84,3,2,0
1078,333,46,"F",4,"R3","Monday",21,"4",0,2,14,5,0
506,333,54,"M",4,"R3","Monday",8,"3",0,2,2,4,0
827,582,57,"F",3,"R3","Monday",4,"1",0,0,0,3,1
828,582,78,"M",1,"R3","Monday",2,"1",0,0,1,1,0
628,425,19,"M",1,"R3","Monday",10,"3",0,9,1,0,0
629,426,66,"F",3,"R3","Monday",8,"3",1,0,5,1,1
631,428,66,"F",3,"R3","Monday",5,"1",0,0,3,2,0
638,435,67,"F",4,"R3","Monday",1,"0",0,0,1,0,0
645,441,67,"F",1,"R3","Monday",107,"5",0,0,53,30,24
673,459,50,"F",2,"R3","Monday",8,"3",0,1,0,7,0
1087,111,19,"F",1,"R3","Tuesday",11,"3",0,0,5,4,2
143,111,26,"M",4,"R3","Tuesday",4,"1",0,1,2,1,0
144,111,51,"F",2,"R3","Tuesday",327,"3",0,10,124,133,60
866,121,22,"M",3,"R3","Tuesday",12,"3",0,7,2,3,0
867,121,64,"F",1,"R3","Tuesday",4,"1",0,0,2,2,0
269,185,29,"M",1,"R3","Tuesday",18,"3",0,0,11,6,1
270,185,32,"F",4,"R3","Tuesday",22,"3",0,0,16,6,0
1084,185,63,"F",2,"R3","Tuesday",8,"2",0,0,3,4,1
322,213,13,"M",3,"R3","Tuesday",4,"1",0,4,0,0,0
323,213,49,"F",4,"R3","Tuesday",17,"6+",0,2,11,4,0
387,253,65,"F",1,"R3","Tuesday",4,"4",0,0,0,2,2
1086,310,20,"M",3,"R3","Tuesday",11,"3",0,5,3,3,0
471,310,60,"F",3,"R3","Tuesday",15,"3",0,0,4,8,3
474,311,62,"M",1,"R3","Tuesday",7,"3",0,0,0,7,0
498,328,52,"F",2,"R3","Tuesday",4,"0",0,1,1,2,0
503,331,65,"F",2,"R3","Tuesday",6,"6+",2,0,2,1,1
1083,331,73,"M",1,"R3","Tuesday",6,"6+",2,0,2,1,1
531,350,52,"M",1,"R3","Tuesday",5,"3",0,0,5,0,0
1330,373,38,"F",2,"R3","Tuesday",6,"1",1,0,3,2,0
576,382,60,"F",2,"R3","Tuesday",9,"2",0,0,5,1,3
1331,587,24,"M",4,"R3","Tuesday",4,"0",0,0,3,1,0
833,587,59,"F",2,"R3","Tuesday",2,"0",0,0,0,1,1
693,473,36,"F",3,"R3","Tuesday",28,"6+",0,8,7,11,2
703,480,49,"F",3,"R3","Tuesday",11,"4",0,0,7,3,1
162,122,53,"F",3,"R3","Wednesday",13,"2",0,0,8,5,0
217,151,57,"F",2,"R3","Wednesday",48,"1",0,41,1,5,1
224,156,37,"F",3,"R3","Wednesday",4,"1",0,0,2,2,0
231,161,64,"F",2,"R3","Wednesday",12,"4",1,0,3,7,1
1332,178,NA,"F",3,"R3","Wednesday",23,"1",20,0,0,2,1
255,178,66,"F",4,"R3","Wednesday",7,"2",1,1,1,3,1
1092,178,75,"M",4,"R3","Wednesday",6,"2",1,1,0,3,1
268,184,76,"F",4,"R3","Wednesday",9,"1",1,0,2,1,5
1333,227,10,"M",3,"R3","Wednesday",17,"1",0,15,1,1,0
349,227,45,"F",2,"R3","Wednesday",4,"3",0,1,1,2,0
364,238,49,"F",2,"R3","Wednesday",8,"3",0,1,2,5,0
416,272,69,"F",2,"R3","Wednesday",3,"1",0,0,3,0,0
417,273,57,"F",2,"R3","Wednesday",2,"1",0,0,1,0,1
418,273,63,"M",4,"R3","Wednesday",12,"6+",0,0,4,7,1
420,275,45,"M",3,"R3","Wednesday",3,"1",0,0,3,0,0
527,347,65,"M",2,"R3","Wednesday",3,"2",1,0,0,0,2
1089,392,64,"F",4,"R3","Wednesday",1,"0",0,0,0,0,1
586,392,69,"M",3,"R3","Wednesday",0,NA,0,0,0,0,0
597,401,56,"F",3,"R3","Wednesday",14,"2",0,7,2,5,0
821,576,34,"M",4,"R3","Wednesday",9,"5",0,2,4,3,0
